,date,pos,neg,neu,exc_ret
0,2017-11-23,0.1260530303030303,0.05856818181818182,0.815401515151515,
1,2017-11-24,0.10331794871794872,0.008184615384615384,0.8756717948717948,
2,2017-11-25,0.1063,0.05954999999999999,0.8341499999999997,
3,2017-11-26,0.11845454545454544,0.03339393939393939,0.8254242424242424,
4,2017-11-27,0.03144771241830064,0.0201421568627451,0.939423202614379,
5,2017-11-28,0.09080662393162395,0.02368910256410256,0.8684230769230769,True
6,2017-11-29,0.095472602739726,0.034458904109589045,0.8655296803652966,False
7,2017-11-30,0.10738768115942028,0.04715217391304347,0.838184782608696,False
8,2017-12-01,0.10354296875,0.044427083333333325,0.8428841145833332,True
9,2017-12-02,0.08160526315789474,0.03463157894736842,0.8706052631578947,False
10,2017-12-03,0.11136290322580647,0.025935483870967745,0.8627016129032257,False
11,2017-12-04,0.0428510656010656,0.01463802863802864,0.9296903929403929,False
12,2017-12-05,0.1616729559748428,0.022160377358490562,0.806751572327044,True
13,2017-12-06,0.1107628205128205,0.025051282051282053,0.8564974358974359,True
14,2017-12-07,0.11346244131455395,0.008605633802816901,0.8708896713615022,False
15,2017-12-08,0.10632558139534884,0.04879844961240311,0.8130930232558138,True
16,2017-12-09,0.10715178571428571,0.04294642857142857,0.8499017857142858,True
17,2017-12-10,0.10623148148148147,0.045250000000000005,0.8207407407407408,False
18,2017-12-11,0.07250177304964539,0.09255901722391086,0.8295987841945288,False
19,2017-12-12,0.12250138026224983,0.027176328502415456,0.8249599723947552,False
20,2017-12-13,0.1326750700280112,0.046794117647058826,0.8106778711484595,True
21,2017-12-14,0.061479754601226996,0.029749284253578732,0.9005889570552147,True
22,2017-12-15,0.10116840277777776,0.0739826388888889,0.8023420138888887,False
23,2017-12-16,0.11506250000000001,0.041984375000000004,0.8429531249999997,False
24,2017-12-17,0.0789625,0.03385,0.8809625000000001,True
25,2017-12-18,0.051325581395348846,0.04472093023255814,0.8923023255813953,False
26,2017-12-19,0.1208377777777778,0.03433333333333334,0.8337399999999998,False
27,2017-12-20,0.048034188034188026,0.07723076923076923,0.8619145299145299,True
28,2017-12-21,0.10638181818181815,0.058809090909090915,0.8212181818181818,False
29,2017-12-22,0.11371875,0.023250000000000003,0.8630520833333333,True
30,2017-12-23,0.10547142857142856,0.04067142857142857,0.8491285714285713,True
31,2017-12-24,0.12841666666666668,0.031192307692307693,0.821198717948718,True
32,2017-12-25,0.12261904761904763,0.053238095238095244,0.8241904761904761,False
33,2017-12-26,0.12184615384615384,0.05764529914529916,0.807713675213675,False
34,2017-12-27,0.0951047619047619,0.07112380952380953,0.833742857142857,False
35,2017-12-28,0.1491642857142857,0.02087857142857143,0.8163857142857145,True
36,2017-12-29,0.1707855967078189,0.04448971193415637,0.7822555555555558,True
37,2017-12-30,0.11977142857142856,0.02437142857142857,0.8558571428571428,True
38,2017-12-31,0.14506547619047622,0.043178571428571434,0.7820297619047619,True
39,2018-01-01,0.18514747474747506,0.007738383838383838,0.8020636363636381,True
40,2018-01-02,0.10999852344038391,0.01421262458471761,0.838062753783684,True
41,2018-01-03,0.12630656167978996,0.015763779527559054,0.8500713910761155,True
42,2018-01-04,0.14279358974358974,0.044373076923076925,0.8051641025641023,True
43,2018-01-05,0.10710511111111112,0.031920000000000004,0.8609815555555553,True
44,2018-01-06,0.09624031007751939,0.05077906976744185,0.8374689922480623,True
45,2018-01-07,0.11179761904761905,0.0339702380952381,0.8363511904761906,True
46,2018-01-08,0.09545185185185186,0.02917777777777778,0.8198148148148148,False
47,2018-01-09,0.1318859649122807,0.041929824561403505,0.8145058479532166,False
48,2018-01-10,0.061694285714285715,0.014077380952380952,0.9174811111111115,True
49,2018-01-11,0.13955356125356128,0.015524216524216525,0.8178609686609685,True
50,2018-01-12,0.13385074626865678,0.022985074626865668,0.8357014925373137,True
51,2018-01-13,0.06876666666666666,0.03725,0.8773166666666666,True
52,2018-01-14,0.0917025641025641,0.03063589743589743,0.8383709401709399,True
53,2018-01-15,0.11436956521739129,0.01959782608695652,0.8225434782608696,True
54,2018-01-16,0.06193538461538461,0.02748846153846154,0.9090415384615385,False
55,2018-01-17,0.049367961165048546,0.0290752427184466,0.9021296116504857,False
56,2018-01-18,0.19751666666666695,0.10189922480620164,0.686035012919897,True
57,2018-01-19,0.08484848484848487,0.0251900826446281,0.8858044077134989,False
58,2018-01-20,0.12333764367816091,0.051252873563218386,0.8167025862068967,False
59,2018-01-21,0.06741393442622952,0.03372131147540983,0.8824713114754104,False
60,2018-01-22,0.09337856425702819,0.04191859939759036,0.8536097138554228,True
61,2018-01-23,0.11394655880842326,0.047951771956856674,0.8234457883923976,True
62,2018-01-24,0.11437734741784046,0.05125381455399058,0.8244398474178403,True
63,2018-01-25,0.10321504065040654,0.037411869918699193,0.8523234959349603,True
64,2018-01-26,0.11447267316017322,0.03010633116883117,0.8505476190476193,True
65,2018-01-27,0.09163636363636364,0.036227272727272726,0.8653922558922563,True
66,2018-01-28,0.08302564102564103,0.03333333333333333,0.8708205128205129,True
67,2018-01-29,0.07721934865900382,0.053869731800766284,0.861255747126437,True
68,2018-01-30,0.11442837301587301,0.031093253968253968,0.8088375000000001,False
69,2018-01-31,0.10997719298245609,0.01813684210526316,0.8473245614035091,False
70,2018-02-01,0.1176489898989899,0.04055429292929293,0.8380088383838383,False
71,2018-02-02,0.12594776119402987,0.06259701492537315,0.8114402985074624,True
72,2018-02-03,0.1682651515151515,0.03748484848484849,0.7942500000000001,True
73,2018-02-04,0.15753205128205128,0.030405982905982905,0.7906944444444443,False
