,Model,Window,Neutral,Train Score,Test Score,Params
2,LightGBM,2,0,0.5151196866293485,0.6474358974358974,"{'colsample_bytree': 0.9469700373312628, 'gamma': 1.533089695211487, 'learning_rate': 0.38724213543953284, 'max_depth': 24, 'min_child_weight': 20.91621381975818, 'n_estimators': 31, 'reg_alpha': 2.194346840336537, 'subsample': 0.9879503130880959}"
1,XGBoost,1,1,0.513517190165708,0.48214285714285715,"{'colsample_bytree': 0.8650790054549256, 'gamma': 8.130797344552471, 'learning_rate': 0.15805419940907783, 'max_depth': 6, 'min_child_weight': 1.7178911142339328, 'n_estimators': 66, 'reg_alpha': 1.0587105162095123, 'subsample': 0.9513024566874478}"
1,XGBoost,1,0,0.5122842627001732,0.548076923076923,"{'colsample_bytree': 0.995326596617333, 'gamma': 4.547406656763295, 'learning_rate': 0.08262369405108248, 'max_depth': 11, 'min_child_weight': 18.27966377907344, 'n_estimators': 22, 'reg_alpha': 0.5351033445375686, 'subsample': 0.907439551291777}"
2,LightGBM,3,1,0.5082046372793402,0.5,"{'colsample_bytree': 0.943277585480361, 'gamma': 1.7774828162569756, 'learning_rate': 0.1199172259732351, 'max_depth': 12, 'min_child_weight': 1.7737985642913436, 'n_estimators': 77, 'reg_alpha': 5.070350114349199, 'subsample': 0.7476100718045524}"
1,XGBoost,3,1,0.5043859649122807,0.37499999999999994,"{'colsample_bytree': 0.9477812397917929, 'gamma': 3.787562700242958, 'learning_rate': 0.33997632537545813, 'max_depth': 19, 'min_child_weight': 11.764580614853285, 'n_estimators': 70, 'reg_alpha': 1.0667030635499386, 'subsample': 0.8711847158680576}"
3,Catboost,5,0,0.5001729603998206,0.75,{}
1,XGBoost,5,1,0.5001372596301602,0.25555555555555554,"{'colsample_bytree': 0.9355480996929726, 'gamma': 2.535179668972373, 'learning_rate': 0.4853899338416293, 'max_depth': 2, 'min_child_weight': 2.3590436269762862, 'n_estimators': 62, 'reg_alpha': 1.3336822252426106, 'subsample': 0.999243432661324}"
1,XGBoost,2,0,0.5,0.5,"{'colsample_bytree': 0.8621200921065378, 'gamma': 8.148019605610322, 'learning_rate': 0.24268078632415202, 'max_depth': 20, 'min_child_weight': 14.65648784957435, 'n_estimators': 63, 'reg_alpha': 9.766140063134666, 'subsample': 0.9900471958147188}"
0,Random Forest,1,0,0.49905356266145734,0.41346153846153844,"{'max_depth': 22, 'n_estimators': 81}"
0,Random Forest,1,1,0.4989927302037435,0.5178571428571428,"{'max_depth': 3, 'n_estimators': 45}"
2,LightGBM,1,1,0.4972213365739506,0.5669642857142858,"{'colsample_bytree': 0.8971179350140414, 'gamma': 0.5142757474011017, 'learning_rate': 0.4921368180941289, 'max_depth': 16, 'min_child_weight': 1.7033362146020727, 'n_estimators': 10, 'reg_alpha': 2.8477490151444673, 'subsample': 0.8455317594051747}"
3,Catboost,4,1,0.49366023474576104,0.38181818181818183,{}
0,Random Forest,3,1,0.4902788176971114,0.3819444444444445,"{'max_depth': 3, 'n_estimators': 13}"
0,Random Forest,2,0,0.489900486306126,0.5128205128205128,"{'max_depth': 12, 'n_estimators': 17}"
0,Random Forest,4,0,0.48815647184308436,0.51,"{'max_depth': 7, 'n_estimators': 27}"
3,Catboost,4,0,0.487125405865264,0.38,{}
3,Catboost,1,0,0.4830649162444056,0.4230769230769231,{}
3,Catboost,3,1,0.4765374071316346,0.4722222222222222,{}
0,Random Forest,3,0,0.47258690190000324,0.48484848484848486,"{'max_depth': 22, 'n_estimators': 40}"
3,Catboost,3,0,0.45611560820177116,0.5,{}
3,Catboost,2,0,0.4525440026504028,0.4487179487179487,{}
3,Catboost,1,1,0.4459971641112808,0.6071428571428571,{}
