Date,Open,High,Low,Close,Adj Close,Volume
2018-02-16,6778.279785,6840.600098,6758.509766,6770.660156,6770.660156,2019830000
2018-02-20,6742.149902,6838.000000,6740.479980,6779.689941,6779.689941,1911170000
2018-02-21,6808.600098,6879.470215,6759.220215,6759.259766,6759.259766,1946010000
2018-02-22,6793.080078,6826.009766,6744.049805,6761.850098,6761.850098,1911900000
2018-02-23,6816.430176,6897.529785,6789.029785,6896.600098,6896.600098,1879460000
2018-02-26,6933.819824,6989.359863,6927.459961,6989.100098,6989.100098,1866610000
2018-02-27,6984.830078,7003.129883,6900.350098,6900.350098,6900.350098,2155850000
2018-02-28,6945.200195,6964.160156,6854.419922,6854.419922,6854.419922,2373880000
2018-03-01,6862.939941,6892.379883,6687.439941,6750.540039,6750.540039,2489040000
2018-03-02,6661.910156,6820.370117,6645.029785,6811.040039,6811.040039,2287320000
2018-03-05,6777.629883,6901.629883,6753.830078,6881.279785,6881.279785,2066350000
2018-03-06,6919.790039,6937.029785,6872.060059,6913.020020,6913.020020,2112570000
2018-03-07,6855.569824,6935.479980,6850.910156,6929.390137,6929.390137,2192230000
2018-03-08,6955.850098,6971.000000,6931.350098,6966.430176,6966.430176,2272110000
2018-03-09,7014.839844,7101.310059,7007.299805,7101.180176,7101.180176,2302930000
2018-03-12,7122.470215,7156.250000,7108.040039,7131.120117,7131.120117,2294440000
2018-03-13,7172.250000,7186.089844,7025.830078,7046.509766,7046.509766,2448830000
2018-03-14,7077.850098,7084.069824,7012.569824,7040.979980,7040.979980,2104450000
2018-03-15,7050.660156,7075.549805,7010.009766,7030.970215,7030.970215,1991570000
2018-03-16,7058.120117,7061.669922,7011.689941,7019.950195,7019.950195,3046990000
2018-03-19,6945.970215,6949.020020,6806.160156,6864.879883,6864.879883,2324430000
2018-03-20,6871.089844,6902.229980,6845.850098,6885.919922,6885.919922,1967690000
2018-03-21,6863.290039,6930.700195,6828.879883,6853.450195,6853.450195,1988390000
2018-03-22,6763.939941,6809.939941,6679.350098,6682.259766,6682.259766,2347160000
2018-03-23,6683.189941,6708.580078,6507.839844,6508.089844,6508.089844,2390410000
2018-03-26,6644.399902,6760.649902,6538.790039,6753.830078,6753.830078,2326060000
2018-03-27,6791.390137,6793.500000,6479.560059,6529.839844,6529.839844,2325990000
2018-03-28,6488.020020,6559.879883,6410.040039,6460.810059,6460.810059,2518670000
2018-03-29,6493.509766,6640.759766,6435.669922,6581.129883,6581.129883,2504500000
2018-04-02,6528.229980,6560.959961,6322.600098,6390.839844,6390.839844,2394730000
2018-04-03,6448.049805,6485.270020,6343.899902,6458.830078,6458.830078,2328510000
2018-04-04,6326.540039,6578.560059,6326.540039,6560.060059,6560.060059,2254070000
2018-04-05,6619.220215,6632.209961,6550.279785,6594.839844,6594.839844,2124660000
2018-04-06,6514.479980,6587.359863,6402.029785,6433.209961,6433.209961,2350540000
2018-04-09,6488.479980,6604.259766,6466.040039,6472.339844,6472.339844,2080900000
2018-04-10,6585.529785,6639.970215,6534.890137,6615.870117,6615.870117,2238770000
2018-04-11,6578.839844,6650.290039,6574.879883,6583.439941,6583.439941,1852120000
2018-04-12,6627.319824,6682.689941,6618.810059,6656.259766,6656.259766,2021110000
2018-04-13,6696.020020,6703.310059,6598.339844,6628.339844,6628.339844,1743640000
2018-04-16,6675.919922,6699.759766,6633.080078,6675.180176,6675.180176,1795950000
2018-04-17,6738.649902,6834.310059,6729.790039,6816.370117,6816.370117,1913230000
2018-04-18,6824.580078,6856.959961,6788.319824,6833.209961,6833.209961,1893220000
2018-04-19,6793.080078,6815.040039,6749.069824,6774.890137,6774.890137,1963950000
2018-04-20,6754.680176,6757.680176,6642.830078,6667.750000,6667.750000,1921790000
2018-04-23,6699.160156,6721.649902,6613.549805,6648.799805,6648.799805,1737370000
2018-04-24,6680.879883,6688.890137,6464.740234,6509.049805,6509.049805,2149250000
2018-04-25,6514.330078,6540.759766,6426.569824,6513.939941,6513.939941,2026690000
2018-04-26,6606.609863,6673.649902,6579.120117,6649.649902,6649.649902,2127140000
2018-04-27,6748.589844,6750.779785,6619.259766,6656.350098,6656.350098,2027530000
2018-04-30,6669.439941,6712.500000,6593.600098,6605.569824,6605.569824,1987020000
2018-05-01,6592.930176,6685.410156,6578.259766,6681.959961,6681.959961,1929110000
2018-05-02,6694.520020,6715.959961,6637.959961,6644.479980,6644.479980,2144200000
2018-05-03,6608.700195,6667.290039,6539.870117,6643.479980,6643.479980,2345740000
2018-05-04,6618.700195,6783.359863,6612.390137,6769.120117,6769.120117,2022230000
2018-05-07,6803.450195,6846.459961,6796.049805,6821.870117,6821.870117,1939980000
2018-05-08,6813.910156,6830.870117,6770.299805,6815.479980,6815.479980,2054830000
2018-05-09,6830.549805,6895.930176,6807.399902,6893.209961,6893.209961,2241480000
2018-05-10,6909.180176,6966.930176,6906.770020,6963.549805,6963.549805,2233460000
2018-05-11,6948.870117,6969.299805,6923.609863,6952.560059,6952.560059,2083030000
2018-05-14,6977.350098,7008.259766,6954.640137,6964.370117,6964.370117,2075670000
2018-05-15,6909.319824,6912.040039,6852.729980,6888.540039,6888.540039,2114040000
2018-05-16,6892.890137,6944.540039,6891.649902,6929.970215,6929.970215,2083660000
2018-05-17,6905.750000,6952.979980,6869.390137,6901.629883,6901.629883,1931700000
2018-05-18,6876.649902,6897.910156,6857.580078,6866.250000,6866.250000,1966710000
2018-05-21,6920.319824,6948.270020,6876.350098,6905.529785,6905.529785,1949100000
2018-05-22,6934.700195,6947.430176,6883.750000,6893.620117,6893.620117,1908280000
2018-05-23,6847.270020,6954.700195,6846.939941,6953.629883,6953.629883,1980450000
2018-05-24,6951.520020,6963.680176,6882.569824,6949.700195,6949.700195,1992460000
2018-05-25,6951.470215,6982.520020,6941.850098,6960.919922,6960.919922,1757660000
2018-05-29,6928.500000,6964.649902,6887.120117,6926.540039,6926.540039,2087370000
2018-05-30,6955.589844,6987.629883,6938.020020,6976.370117,6976.370117,2049450000
2018-05-31,6969.930176,7016.419922,6955.990234,6967.729980,6967.729980,2514610000
2018-06-01,7010.080078,7084.839844,7008.020020,7083.930176,7083.930176,2208600000
2018-06-04,7099.500000,7146.770020,7099.089844,7143.569824,7143.569824,2142790000
2018-06-05,7162.410156,7179.819824,7137.129883,7166.750000,7166.750000,2058630000
2018-06-06,7180.240234,7212.450195,7140.919922,7210.080078,7210.080078,2191750000
2018-06-07,7212.430176,7212.430176,7115.859863,7152.830078,7152.830078,2328280000
2018-06-08,7121.759766,7161.919922,7100.729980,7152.620117,7152.620117,1941580000
2018-06-11,7149.649902,7187.450195,7146.089844,7168.479980,7168.479980,1942940000
2018-06-12,7181.669922,7214.490234,7173.759766,7209.180176,7209.180176,2006760000
2018-06-13,7219.580078,7261.169922,7193.020020,7205.259766,7205.259766,2172770000
2018-06-14,7233.700195,7291.310059,7233.700195,7279.589844,7279.589844,2188230000
2018-06-15,7245.160156,7268.839844,7220.970215,7255.759766,7255.759766,3043790000
2018-06-18,7201.180176,7256.430176,7186.160156,7251.410156,7251.410156,2093950000
2018-06-19,7158.799805,7229.990234,7138.020020,7228.040039,7228.040039,2269000000
2018-06-20,7264.850098,7309.990234,7256.870117,7280.700195,7280.700195,2305100000
2018-06-21,7304.049805,7308.259766,7203.930176,7217.490234,7217.490234,2315880000
2018-06-22,7239.720215,7239.750000,7177.459961,7197.509766,7197.509766,3928340000
2018-06-25,7131.049805,7144.290039,6976.959961,7038.169922,7038.169922,2415090000
2018-06-26,7061.229980,7108.450195,7040.060059,7068.200195,7068.200195,2058640000
2018-06-27,7096.600098,7128.770020,6968.299805,6969.669922,6969.669922,2286430000
2018-06-28,6963.370117,7055.250000,6950.229980,7031.600098,7031.600098,2195400000
2018-06-29,7071.490234,7101.830078,7031.399902,7040.799805,7040.799805,2192010000
2018-07-02,6979.540039,7099.270020,6969.160156,7097.819824,7097.819824,1767910000
2018-07-03,7121.709961,7122.450195,7009.509766,7014.549805,7014.549805,1179310000
2018-07-05,7064.000000,7105.540039,7025.250000,7101.049805,7101.049805,1745030000
2018-07-06,7114.169922,7217.000000,7106.100098,7207.330078,7207.330078,1704580000
2018-07-09,7251.180176,7277.580078,7221.319824,7276.000000,7276.000000,1837330000
2018-07-10,7287.049805,7297.790039,7257.490234,7282.600098,7282.600098,1725210000
2018-07-11,7221.660156,7271.120117,7220.229980,7243.979980,7243.979980,1761420000
2018-07-12,7276.379883,7368.720215,7274.160156,7366.250000,7366.250000,1926110000
2018-07-13,7372.279785,7387.740234,7348.959961,7375.819824,7375.819824,1714140000
2018-07-16,7381.029785,7390.640137,7346.339844,7357.899902,7357.899902,1730190000
2018-07-17,7291.479980,7418.430176,7288.299805,7403.890137,7403.890137,1740680000
2018-07-18,7407.250000,7411.250000,7368.359863,7390.129883,7390.129883,1857670000
2018-07-19,7364.660156,7388.990234,7344.330078,7352.359863,7352.359863,1853030000
2018-07-20,7379.129883,7398.589844,7343.370117,7350.229980,7350.229980,1786250000
2018-07-23,7335.419922,7376.819824,7301.339844,7371.779785,7371.779785,1654290000
2018-07-24,7455.509766,7475.990234,7375.740234,7406.250000,7406.250000,2014850000
2018-07-25,7406.100098,7511.390137,7405.640137,7508.589844,7508.589844,1899790000
2018-07-26,7404.560059,7430.120117,7385.720215,7400.750000,7400.750000,2213070000
2018-07-27,7443.240234,7443.240234,7255.319824,7296.779785,7296.779785,2176170000
2018-07-30,7292.720215,7299.080078,7158.779785,7193.100098,7193.100098,2143410000
2018-07-31,7219.669922,7272.959961,7179.410156,7231.979980,7231.979980,2195050000
